,DATE,WEIGHT,DAILY_CHG,TOTAL_CHG
0,2014-09-01 00:30:34.640468-04:00,264.1,0.0,0.0
1,2014-09-01 22:57:51.849943-04:00,260.1,-4.0,-4.0
2,2014-09-02 22:26:22.179165-04:00,257.8,-2.300000000000012,-6.300000000000012
3,2014-09-03 19:45:32.702806-04:00,257.6,-0.19999999999998863,-6.5
